Category,Response,Sensorimotor.version,Item.number,Participant,Trial.no.,Rank,Production.frequency,Mean.rank,First.rank.frequency,LgSUBTLWF,Sensorimotor.proximity,Linguistic.proximity
family relationship,mother,mother,137,20,20,1,14,1.785714286,7,4.39,0.977398607,3.762763065
family relationship,mum,mum,1962,71,33,1,5,2.6,3,3.04,0.970288497,1.629216268
family relationship,nephew,nephew,13188,35,35,8,10,10.4,NA,2.93,0.906250919,0.241542773
family relationship,niece,niece,13751,77,23,8,10,9.8,NA,2.69,0.922101498,3.194048094
family relationship,second cousin,cousin,17285,74,29,18,3,13.66666667,NA,4.229586736,0.923889148,1.412851641
family relationship,second cousins,cousin,10568,29,37,6,2,14,NA,4.171275463,0.923889148,0
family relationship,sister,sister,787,38,23,1,16,3.3125,1,3.96,0.926677557,1.760163142
family relationship,son,son,17692,20,20,29,11,10.36363636,NA,4.32,0.89895238,2.147617361
family relationship,stepbrother,stepbrother,16739,32,38,15,5,13.2,NA,1.23,0.952088859,0
family relationship,stepfather,stepfather,16592,56,23,14,2,12.5,NA,2.182,0.921435405,0
family relationship,stepmother,stepmother,16989,56,23,16,2,13,NA,2.34,0.884366036,1.012118981
family relationship,stepsister,stepsister,16930,32,38,16,5,13.4,NA,1.26,0.903588808,0
family relationship,third cousins,cousin,17552,20,20,23,2,15,NA,3.621392685,0.923889148,0
family relationship,uncle,uncle,9137,38,23,5,13,7.769230769,NA,3.8,0.910840353,0
family relationship,uncles,uncle,10485,26,6,6,3,6.333333333,NA,2.05,0.910840353,0
family relationship,wife,wife,17090,32,38,17,7,10.14285714,1,4.25,0.987688209,3.127410855
farm animal,bull,bull,8821,26,1,5,4,8.25,NA,3.15,0.965286092,6.407536263
farm animal,chicken,chicken,11427,71,16,6,13,4.153846154,NA,3.5,0.872136415,0
farm animal,chickens,chicken,12226,44,13,7,4,6,NA,2.72,0.872136415,10.54767702
farm animal,cow,cow,790,38,26,1,17,1.529411765,11,3.11,0.951843958,12.1597666
farm animal,cows,cow,2760,29,24,2,2,2,NA,2.68,0.951843958,12.60453352
farm animal,dog,dog,7800,56,15,4,4,5.25,NA,3.99,0.974018788,1.885880283
farm animal,donkey,donkey,8989,32,8,5,3,6.333333333,NA,2.44,0.939175371,7.410027915
farm animal,duck,duck,10224,17,27,6,7,6,NA,3.1,0.92715001,1.311876224
farm animal,ducks,duck,14205,47,29,9,4,8.25,NA,2.64,0.92715001,1.163183478
farm animal,geese,goose,9847,68,19,5,4,7,NA,1.91,0.911155557,1.40055441
farm animal,goat,goat,11232,62,9,6,11,4.909090909,NA,2.73,0.961118705,12.58153477
farm animal,goats,goat,9267,44,13,5,2,4.5,NA,2.13,0.961118705,4.788893829
farm animal,horse,horse,2856,32,8,2,13,4.846153846,1,3.68,0.978233567,2.585708497
farm animal,lamb,lamb,11828,23,18,7,2,5,NA,2.73,0.894276789,0.287941965
farm animal,llama,llama,12936,20,24,8,2,6.5,NA,1.86,0.930161253,19.61605567
farm animal,pig,pig,2624,26,1,2,16,2.25,6,3.3,0.911271117,14.56683982
farm animal,pigs,pig,487,29,24,1,3,2,2,2.83,0.911271117,14.05269642
farm animal,sheep,sheep,7453,44,13,4,19,3.578947368,NA,2.84,0.957105579,11.17224883
farm animal,sheepdog,sheepdog,12704,74,1,7,4,7,NA,1.45,0.982955491,0
farm animal,turkey,turkey,13157,32,8,8,4,6,NA,3.06,0.82035023,0
fish,bass,bass,2842,31,33,2,2,5.5,NA,2.59,0.693154114,3.711703722
fish,carp,carp,7770,55,22,4,2,6,NA,1.6,0.938378218,6.262808036
fish,catfish,catfish,15054,67,29,10,2,7,NA,1.81,0.990428556,5.976176269
fish,cod,cod,10737,37,31,6,10,3.8,2,2.06,0.975261264,5.996545994
fish,goldfish,goldfish,2087,76,2,1,10,3.8,6,2.19,0.707436008,4.601506712
fish,herring,herring,9824,67,29,5,2,3,1,2.18,0.968867736,5.192208435
fish,jellyfish,jellyfish,8042,64,24,4,4,7,NA,1.88,0.777505272,4.430102782
fish,lobster,lobster,11796,22,12,7,2,7.5,NA,2.57,0.97922324,3.235684988
fish,mackerel,mackerel,4948,28,26,3,5,5,NA,2.04,0.973917281,5.866154577
fish,prawn,prawn,10169,79,35,5,2,4,NA,1.43,0.975345063,3.985800688
fish,salmon,salmon,11649,80,17,6,9,4.333333333,NA,2.52,0.966443309,4.959214954
fish,sardine,sardine,6151,67,29,3,4,5.25,NA,1.67,0.946736459,4.848728184
fish,shark,shark,7277,37,31,4,5,4.8,NA,2.884,0.78944186,4.141187554
fish,squid,squid,15266,22,12,11,3,8.333333333,NA,2.15,0.963495863,4.813269068
fish,swordfish,swordfish,5664,52,15,3,5,6.2,NA,1.72,0.947042421,4.731483499
fish,trout,trout,4829,25,19,3,3,1.666666667,2,2.31,0.979076384,5.410167832
fish,tuna,tuna,3028,37,31,2,12,2.666666667,5,2.61,0.972452889,5.966026684
flower,buttercup,buttercup,12012,31,26,7,6,6.666666667,NA,2.09,0.86870892,4.9397399
flower,daffodil,daffodil,3006,37,7,2,7,3.142857143,NA,1.04,0.918225517,6.865467137
flower,daffodils,daffodil,3941,64,5,2,4,4.75,1,1.52,0.918225517,4.474545725
flower,daisy,daisy,6902,25,15,4,13,3.230769231,6,2.84,0.966649902,2.155368812
flower,dandelion,dandelion,3312,46,26,2,4,4.25,NA,1.2,0.962935252,5.742847851
flower,dandelions,dandelion,15944,49,11,12,3,6.666666667,NA,1.11,0.962935252,6.175807258
flower,lavender,lavender,6689,19,13,4,3,3.666666667,NA,2.02,0.962576597,3.889583225
flower,lilies,lily,14563,79,26,9,5,4.4,1,1.991,0.980861804,6.167814467
flower,lily,lily,8086,67,7,4,7,4.714285714,NA,3.137,0.980861804,4.335399976
flower,orchid,orchid,7024,28,38,4,3,5,NA,2.05,0.985722391,5.569628271
flower,petunia,petunia,5053,31,26,3,3,3,NA,2.03,0.975590822,0
flower,poppy,poppy,7110,31,26,4,2,2.5,1,2.31,0.906145102,4.083449453
flower,rose,rose,7514,46,26,4,12,2.666666667,4,3.43,0.991980047,3.911403421
flower,roses,rose,13055,25,15,8,7,3.714285714,2,2.86,0.991980047,3.922826517
flower,sunflower,sunflower,8973,31,26,5,10,4.4,NA,1.54,0.902565852,5.977163439
flower,sunflowers,sunflower,6064,64,5,3,2,4.5,NA,1.4,0.902565852,5.369979806
flower,tulip,tulip,462,28,38,1,8,2.5,3,1.61,0.972898765,6.658671571
flower,violets,violet,9380,49,11,5,2,4.5,NA,1.73,0.852410512,6.092751518
four-legged animal,antelope,antelope,10198,80,30,5,4,10.5,NA,1.71,0.90105295,0
four-legged animal,bear,bear,13338,46,39,8,8,8.875,NA,3.47,0.942832703,0
four-legged animal,bison,bison,15499,52,12,11,2,8.5,NA,1.26,0.924082143,0
four-legged animal,cat,cat,3613,55,3,2,17,2.117647059,5,3.53,0.943849957,0
four-legged animal,cheetah,cheetah,17052,19,38,17,2,15,NA,2.07,0.918695646,0
four-legged animal,cow,cow,936,43,20,1,13,6.769230769,1,3.11,0.906782329,0
four-legged animal,crocodile,crocodile,15998,61,10,12,2,9.5,NA,2.06,0.920608572,0
four-legged animal,deer,deer,14501,76,4,9,4,11,NA,2.65,0.877979349,0
four-legged animal,dog,dog,1493,58,18,1,17,1.529411765,10,3.99,0.921149548,9.323829937
four-legged animal,donkey,donkey,15521,55,3,11,5,12.2,NA,2.44,0.909149483,0
four-legged animal,elephant,elephant,17041,79,14,16,11,8.818181818,NA,2.76,0.892708173,0
four-legged animal,elephants,elephant,13367,49,8,8,2,6.5,NA,2.35,0.892708173,0
four-legged animal,fox,fox,17299,19,38,19,4,8,NA,3.04,0.916777373,0
four-legged animal,frog,frog,11903,25,33,7,3,9.666666667,NA,2.781,0.904087006,0
four-legged animal,gazelle,gazelle,16371,70,22,13,3,10.33333333,NA,1.8,0.949708726,0
four-legged animal,giraffe,giraffe,17013,70,22,16,8,9.125,NA,1.887,0.885400382,0
four-legged animal,goat,goat,14831,37,32,10,4,9.25,NA,2.73,0.925298595,0
four-legged animal,goats,goat,12547,64,17,7,2,7.5,NA,2.13,0.925298595,0
four-legged animal,guinea pig,guinea pig,17379,19,38,20,3,16.66666667,NA,3.347202945,0.923177183,0
four-legged animal,hamster,hamster,16665,79,14,14,7,9.857142857,NA,2.04,0.896912313,0
four-legged animal,hippo,hippo,16838,70,22,15,3,12.33333333,NA,1.86,0.920780061,0
four-legged animal,horse,horse,11402,70,22,6,13,5.846153846,1,3.68,0.974710092,9.44126859
four-legged animal,leopard,leopard,12823,79,14,7,3,11.66666667,NA,2.44,0.899313657,0
four-legged animal,lion,lion,5235,37,32,3,13,4.923076923,2,2.89,0.879474451,0
four-legged animal,lions,lion,14659,22,20,10,3,8.333333333,NA,2.51,0.879474451,0
four-legged animal,mouse,mouse,17549,19,38,23,6,9.833333333,NA,2.99,0.899659904,0
four-legged animal,panda,panda,15450,43,20,11,2,11.5,NA,2.04,0.872871496,0
four-legged animal,pig,pig,16966,46,39,16,9,9,NA,3.3,0.879109011,0
four-legged animal,polar bear,polar bear,10922,46,39,6,2,5.5,NA,3.489410771,0.935350045,0
four-legged animal,puma,puma,12858,80,30,7,2,7,NA,0.9,0.943919873,0
four-legged animal,rabbit,rabbit,9676,61,10,5,4,9.25,NA,3.03,0.938415447,0
four-legged animal,rat,rat,12293,49,8,7,6,9.833333333,NA,3.22,0.965700674,0
four-legged animal,reindeer,reindeer,14892,46,39,10,2,11,NA,2.24,0.938832313,0
four-legged animal,rhino,rhino,14760,31,4,10,4,9,NA,2.03,0.907132593,0
four-legged animal,sheep,sheep,3204,43,20,2,11,8.090909091,NA,2.84,0.925548305,8.241836024
four-legged animal,tiger,tiger,11617,79,14,6,12,5.5,NA,2.98,0.91174566,0
four-legged animal,wolf,wolf,4843,25,33,3,4,7.5,NA,3.01,0.922719867,0
four-legged animal,zebra,zebra,10046,76,4,5,6,8.333333333,NA,2.11,0.946596326,0
four-wheeled vehicle,bus,bus,6123,65,37,3,9,2.222222222,NA,3.58,0.968705972,0
four-wheeled vehicle,car,car,1302,53,14,1,19,1.105263158,18,4.39,0.973188348,0
four-wheeled vehicle,coach,coach,5890,59,6,3,2,3.5,NA,3.39,0.864997473,0
four-wheeled vehicle,dune buggy,buggy,8921,29,27,5,2,6,NA,2.258411461,0.927150773,0
four-wheeled vehicle,jeep,jeep,9946,71,25,5,2,4,NA,2.72,0.989190556,0
four-wheeled vehicle,lorry,truck,4521,17,17,3,8,3.25,NA,1.79,0.979935597,0
four-wheeled vehicle,tractor,tractor,3064,38,30,2,2,3,NA,2.28,0.97946953,0
four-wheeled vehicle,truck,truck,10561,29,27,6,5,4.4,NA,3.57,0.979935597,0
four-wheeled vehicle,van,van,2926,35,5,2,15,3.133333333,1,3.42,0.992663884,0
fraction,eighth,eighth,13546,63,8,8,6,8.166666667,NA,2.55,0.934193684,0
fraction,fifth,fifth,9860,69,2,5,8,5.5,NA,2.99,0.859541958,0
fraction,half,half,708,36,19,1,12,2.083333333,7,4.01,0.922374165,2.22151288
fraction,ninth,ninth,12319,51,20,7,4,6.75,NA,2.52,0.939430825,0
fraction,one eighth,eighth,9980,72,31,5,3,4.666666667,NA,5.200971178,0.934193684,0.168608458
fraction,one fifth,fifth,6409,75,23,3,2,4,NA,5.202669616,0.859541958,0.168608458
fraction,one quarter,quarter,1999,72,31,1,2,1.5,1,5.203597364,0.820960395,3.436349423
fraction,one tenth,tenth,8335,75,23,4,2,5,NA,5.200585452,0.894518024,5.323015987
fraction,quarter,quarter,2555,24,10,2,11,2.090909091,2,3.12,0.820960395,3.267740965
fraction,seventh,seventh,16878,18,1,16,4,8.5,NA,2.7,0.977902265,0
fraction,sixth,sixth,15216,18,1,11,6,6.666666667,NA,2.74,0.873305322,2.695127893
fraction,tenth,tenth,13387,51,20,8,5,10.8,NA,2.33,0.894518024,5.154407529
fraction,third,third,4392,78,4,2,9,2.222222222,2,3.58,0.977857886,2.236525553
fraction,twelfth,twelfth,12204,42,39,7,2,8.5,NA,1.67,0.943777448,0
fruit,apple,apple,817,39,15,1,17,2.176470588,13,3.08,0.978304746,4.800237535
fruit,apples,apple,1884,69,32,1,5,6.8,2,2.63,0.978304746,5.621660382
fruit,apricot,apricot,9026,33,34,5,2,4.5,NA,1.52,0.985019682,5.133413036
fruit,avocado,avocado,12465,60,15,7,4,11,NA,1.8,0.993215348,4.016202851
fruit,banana,banana,2970,36,10,2,16,3.125,1,2.74,0.983046001,4.507447908
fruit,bananas,banana,9293,45,16,5,2,4,NA,2.45,0.983046001,5.683890274
fruit,blackberries,blackberry,17503,18,22,22,6,12.33333333,NA,1.11,0.977582997,5.597129839
fruit,blackberry,blackberry,16473,24,22,14,3,13.66666667,NA,1.59,0.977582997,4.429221183
fruit,blueberries,blueberry,14980,57,36,10,7,10.71428571,NA,1.75,0.984260243,6.048073367
fruit,blueberry,blueberry,13437,54,39,8,5,10.8,NA,2.12,0.984260243,5.023495344
fruit,cherries,cherry,15911,42,33,12,4,8.25,NA,2,0.967516492,5.030008651
fruit,coconut,coconut,17454,24,22,21,2,18.5,NA,2.37,0.985605648,3.702714522
fruit,dates,date,17579,69,32,23,3,16.66666667,NA,2.97,0.864303404,1.168879629
fruit,dragon,dragon,17624,36,10,25,3,15,NA,2.99,0.635816564,3.189921426
fruit,gooseberry,gooseberry,16640,72,3,14,3,16,NA,1.18,0.970508311,6.352053323
fruit,grape,grape,14798,36,10,10,8,7.375,NA,2.312,0.964423665,6.800406809
fruit,grapefruit,grapefruit,15372,33,34,11,8,9.625,NA,2.1,0.983956949,6.828558455
fruit,grapes,grape,12152,39,15,7,7,8.285714286,NA,2.305,0.964423665,5.261405156
fruit,guava,guava,1008,45,16,1,5,8.4,1,1.15,0.994712678,7.541786805
fruit,kiwi,kiwi,16540,39,15,14,11,9.454545455,NA,1.61,0.990710116,8.481882918
fruit,lemon,lemon,14867,42,33,10,5,10.4,NA,2.79,0.975622349,4.40473665
fruit,lime,lime,16740,33,34,15,3,13,NA,2.23,0.962696545,4.150678683
fruit,mango,mango,17011,69,32,16,12,8.083333333,NA,1.93,0.983752859,6.608544883
fruit,melon,melon,14734,27,22,10,10,9,NA,2.34,0.988925895,5.653632772
fruit,nectarine,nectarine,14603,18,22,10,2,9,NA,0.6,0.985024395,7.408520274
fruit,orange,orange,1671,63,4,1,11,4.545454545,2,3.06,0.98415934,4.079281534
fruit,oranges,orange,9407,51,4,5,4,3.25,NA,2.1,0.98415934,6.296965203
fruit,papaya,papaya,11862,24,22,7,5,11.6,NA,1.76,0.983876639,6.768062661
fruit,passion,passion fruit,15925,45,16,12,6,12.66666667,NA,3,0.974513522,6.430289076
fruit,peach,peach,7176,33,34,4,6,5.833333333,1,2.51,0.982672399,4.892071512
fruit,peaches,peach,10123,78,18,5,3,7.333333333,NA,2.32,0.982672399,6.101091749
fruit,pear,pear,4906,27,22,3,12,2.75,NA,1.84,0.975262934,6.18805788
fruit,pears,pear,6511,78,18,3,2,3.5,NA,1.71,0.975262934,5.61683751
fruit,pineapple,pineapple,16514,36,10,14,10,7.6,NA,2.12,0.987913934,5.546242216
fruit,plum,plum,15223,18,22,11,6,9.666666667,NA,2.24,0.937298228,5.055410524
fruit,plums,plum,12963,21,27,8,2,7,NA,1.73,0.937298228,5.813608113
fruit,pomegranate,pomegranate,7620,51,4,4,4,10.75,NA,1.15,0.987696536,6.625618396
fruit,raisin,raisin,16583,54,39,14,2,15,NA,1.92,0.97656874,3.527316322
fruit,raspberries,raspberry,16274,42,33,13,6,11.83333333,NA,1.36,0.982729329,6.08058208
fruit,raspberry,raspberry,13092,27,22,8,2,9,NA,1.99,0.982729329,4.802496158
fruit,satsuma,tangerine,7404,42,33,4,2,3.5,NA,0.78,0.98130018,3.802496158
fruit,strawberries,strawberry,12242,45,16,7,8,10.5,NA,2.3,0.984439337,5.669943157
fruit,strawberry,strawberry,12388,54,39,7,8,8,NA,2.45,0.984439337,5.275325746
fruit,tangerine,tangerine,7901,60,15,4,2,7.5,NA,1.59,0.98130018,6.18310016
fruit,tomato,tomato,12726,75,11,7,7,11.42857143,NA,2.48,0.989234425,3.232322676
fruit,tomatoes,tomato,16050,69,32,12,3,20.33333333,NA,2.34,0.989234425,3.352174767
fruit,watermelon,watermelon,12683,72,3,7,6,8,NA,2.05,0.984116807,5.150799668
fuel,butane,butane,11053,53,39,6,3,5.333333333,NA,1.2,0.967735011,6.785056255
fuel,coal,coal,7208,35,32,4,2,4,NA,2.53,0.871540867,5.12974095
fuel,diesel,diesel,2314,17,37,2,16,2,4,2.13,0.931368693,6.739755986
fuel,electricity,electricity,5907,59,26,3,2,4.5,NA,2.77,0.756383418,3.309899581
fuel,food,food,1665,62,37,1,3,3.333333333,1,3.9,0.791818132,3.404311246
fuel,gas,gas,6287,71,14,3,4,3.5,NA,3.54,0.884034359,3.855855497
fuel,gasoline,gasoline,1432,56,30,1,3,1.333333333,2,2.52,0.973134917,5.386506878
fuel,jet,jet,9356,47,37,5,2,5.5,NA,2.86,0.71071088,4.850739915
fuel,kerosene,kerosene,3678,56,30,2,4,4,NA,1.83,0.974729665,8.313750536
fuel,oil,oil,5162,35,32,3,3,2.666666667,NA,3.32,0.896397638,3.962272926
fuel,petrol,petrol,1204,50,31,1,18,1.5,12,1.91,0.975511493,6.120627744
fuel,rocket,rocket,7058,29,36,4,2,4.5,NA,2.78,0.735446092,5.827841121
fuel,wood,wood,7711,53,39,4,3,4.333333333,NA,3.14,0.853264225,3.214004649
furniture,armchair,armchair,8280,74,2,4,3,5.333333333,NA,1.34,0.982887353,4.477651651
furniture,bed,bed,11285,65,4,6,12,6.083333333,NA,3.98,0.94664915,1.731335315
furniture,beds,bed,11918,26,29,7,2,6,NA,2.64,0.94664915,4.234879763
furniture,bedside table,table,13750,77,21,8,4,7,NA,3.738012571,0.96068456,2.298014591
furniture,bookcase,bookcase,12927,20,13,8,2,8,NA,1.69,0.887632896,3.875493535
furniture,cabinet,cabinet,7968,62,12,4,2,4,NA,2.63,0.873026629,2.820324204
furniture,cabinets,cabinet,13322,44,37,8,2,7,NA,1.79,0.873026629,4.789237802
furniture,chair,chair,2144,77,21,1,15,1.466666667,9,3.4,0.971502602,3.531136989
furniture,chairs,chair,3877,62,12,2,5,2.4,NA,2.7,0.971502602,4.947274595
furniture,chest of drawers,drawers,12779,77,21,7,3,8.333333333,NA,5.771698963,0.929081733,8.045277062
furniture,coffee table,coffee table,14208,47,32,9,5,11.4,NA,4.106647071,0.930075511,3.082590495
furniture,couch,couch,5888,59,4,3,4,4,NA,3.08,0.959649992,2.915354312
furniture,cupboard,cupboard,13244,38,19,8,2,6.5,NA,2.11,0.887652681,1.323185625
furniture,desk,desk,9561,56,2,5,10,5.6,NA,3.35,0.940152382,3.51012473
furniture,desks,desk,378,26,29,1,2,3.5,1,1.74,0.940152382,2.786021089
furniture,dining table,table,3255,44,37,2,2,3.5,NA,3.776183611,0.96068456,5.458508199
furniture,drawers,drawers,9778,65,4,5,6,7,NA,2.34,0.929081733,4.845526932
furniture,footstool,footstool,9352,47,32,5,3,7.666666667,NA,0.95,0.922576714,0
furniture,fridge,fridge,15562,62,12,11,2,8.5,NA,2.7,0.891026626,0
furniture,lamp,lamp,10944,47,32,6,2,7.5,NA,2.82,0.8607854,0.387748733
furniture,lamps,lamp,7467,44,37,4,2,4.5,NA,2.02,0.8607854,2.059374323
furniture,shelves,shelving,13078,26,29,8,2,8.5,NA,2.15,0.886021816,2.196780764
furniture,sofa,sofa,1640,62,12,1,12,2.916666667,5,2.48,0.983015578,3.340920333
furniture,stool,stool,9621,59,4,5,4,6.75,NA,2.26,0.971614684,0
furniture,table,table,6001,62,12,3,17,2.176470588,5,3.73,0.96068456,2.298014591
furniture,wardrobe,wardrobe,13690,74,2,8,11,6.454545455,NA,2.52,0.947531111,1.863012415
furniture,wardrobes,wardrobe,12233,44,37,7,2,8.5,NA,0.48,0.947531111,4.460456036
gardening tool,brush,brush,2787,30,14,2,2,5,NA,2.86,0.955517029,4.56437706
gardening tool,fork,fork,2669,27,7,2,6,2.333333333,1,2.65,0.912437269,4.748170632
gardening tool,hedge trimmer,trimmer,11375,69,30,6,2,8.5,NA,1.97900975,0.941365891,0
gardening tool,hedge trimmers,trimmer,10827,42,19,6,2,4.5,NA,1.910774226,0.941365891,0
gardening tool,hoe,hoe,9092,36,35,5,4,3.75,NA,1.68,0.950575026,0
gardening tool,pesticides,pesticide,7149,33,5,4,2,3,NA,1.48,0.831283719,0
gardening tool,rake,rake,6228,69,30,3,11,3.454545455,3,2.18,0.977139052,20.5742814
gardening tool,saw,saw,11849,24,5,7,2,6.5,NA,4.31,0.940407903,0
gardening tool,shears,shears,14822,36,35,10,6,5.833333333,NA,1.69,0.933074508,31.45881709
gardening tool,shovel,shovel,808,39,5,1,13,2,7,2.54,0.973263781,13.05286025
gardening tool,spade,spade,616,33,5,1,13,1.538461538,7,2.08,0.960864884,34.12691817
gardening tool,trowel,trowel,5729,54,9,3,3,2.333333333,NA,1.18,0.932140385,35.33468687
gemstone,amber,amber,363,26,14,1,2,1,2,2.68,0.950489095,0
gemstone,amethyst,amethyst,14193,47,2,9,5,4.8,NA,0.85,0.962545131,10.81423503
gemstone,diamond,diamond,7888,59,38,4,9,3.777777778,NA,3.02,0.977316333,7.776961723
gemstone,emerald,emerald,2923,35,2,2,7,2.428571429,2,2.12,0.966187475,0
gemstone,garnet,garnet,7961,62,5,4,3,4.333333333,NA,1.71,0.922206201,12.29098832
gemstone,onyx,onyx,12998,23,16,8,2,5.5,NA,1.26,0.98589986,0
gemstone,opal,opal,3327,47,2,2,6,3,2,1.72,0.977483552,0
gemstone,pearl,pearl,11230,62,5,6,5,2.8,3,2.9,0.972204382,7.686817436
gemstone,quartz,quartz,6616,17,9,4,2,2.5,1,1.45,0.991304887,0
gemstone,ruby,ruby,6734,20,23,4,13,2.461538462,6,2.78,0.964297883,8.44009846
gemstone,sapphire,sapphire,599,32,25,1,12,3.25,1,1.79,0.982075452,9.890526819
gemstone,topaz,topaz,6198,68,38,3,7,4.571428571,NA,1.72,0.991576064,0
geometric shape,circle,circle,2862,32,14,2,16,3.8125,4,3.04,0.966279207,27.08362761
geometric shape,cube,cube,14748,29,20,10,3,9.666666667,NA,2.18,0.96184369,23.51907756
geometric shape,diamond,diamond,12276,47,31,7,3,9.333333333,NA,3.02,0.975869681,0
geometric shape,hexagon,hexagon,8308,74,32,4,11,4.363636364,1,0.7,0.941781579,0
geometric shape,kite,kite,10412,23,36,6,3,9,NA,2.07,0.922705056,0
geometric shape,octagon,octagon,12678,71,29,7,12,6.666666667,NA,1.08,0.983371831,0
geometric shape,pentagon,pentagon,12132,38,10,7,13,5.076923077,NA,2.48,0.950839871,25.55565742
geometric shape,rectangle,rectangle,7290,38,10,4,14,3.571428571,NA,1.08,0.967667616,70.97759372
geometric shape,square,square,1431,56,29,1,19,1.736842105,10,3.21,0.987233208,17.01120142
geometric shape,triangle,triangle,7813,56,29,4,18,2.5,4,2.34,0.941429611,46.28004516
green vegetable,beans,bean,11543,76,30,6,3,4.333333333,1,2.87,0.912018486,21.45934915
green vegetable,broccoli,broccoli,2713,28,15,2,16,3.0625,4,2.07,0.919923379,23.12653903
green vegetable,brussels sprouts,brussels sprouts,4343,76,30,2,3,3.666666667,1,2.26149035,0.903631369,18.91051252
green vegetable,cabbage,cabbage,6128,67,3,3,9,4.222222222,2,2.17,0.904628164,16.06897873
green vegetable,celery,celery,12208,43,13,7,5,5.6,1,1.98,0.891509017,24.17839768
green vegetable,courgette,zucchini,14331,61,16,9,7,5.857142857,1,0.3,0.91644286,0
green vegetable,cucumber,cucumber,232,22,39,1,11,3.818181818,3,2.01,0.913225411,19.54898286
green vegetable,green beans,green beans,8483,79,31,4,4,3.25,NA,3.64900975,0.916408777,41.22560894
green vegetable,green pepper,bell pepper,2506,22,39,2,7,3.714285714,NA,3.61930582,0.939901435,31.25118527
green vegetable,green peppers,bell pepper,9239,43,13,5,3,8,NA,3.582347974,0.939901435,58.21678896
green vegetable,kale,kale,10382,22,39,6,7,4.571428571,1,1.46,0.888910787,15.14911
green vegetable,lettuce,lettuce,14431,70,21,9,12,4.333333333,1,2.24,0.907304702,14.13550062
green vegetable,peas,pea,2367,19,12,2,12,3.833333333,2,2.38,0.906147315,18.17852379
green vegetable,peppers,pepper,9200,40,39,5,2,4.5,NA,2.03,0.92895231,38.45052917
green vegetable,spinach,spinach,13736,76,30,8,10,3.9,1,2.12,0.919292621,19.46543122
green vegetable,spring onions,scallion,11401,70,21,6,2,6,NA,3.272606485,0.922578884,16.00554651
hair colour,auburn,auburn,12174,40,20,7,7,5.285714286,NA,1.48,0.91228393,60.32413631
hair colour,black,black,3647,55,37,2,20,4.45,NA,3.93,0.926936776,9.042927647
hair colour,blonde,blonde,5681,52,32,3,18,2.055555556,7,2.85,0.943543771,26.93020678
hair colour,blue,blue,13788,79,16,8,7,7.714285714,NA,3.72,0.91295516,11.54245425
hair colour,brown,brown,1797,67,23,1,12,1.666666667,8,3.49,0.930038276,12.25643063
hair colour,brunette,brunette,2360,19,5,2,11,2.090909091,2,2.253,0.931243847,24.52114608
hair colour,ginger,ginger,11619,79,16,6,16,4.0625,1,2.52,0.738731439,10.167239
hair colour,green,green,15191,79,16,10,6,7.5,NA,3.57,0.916616397,3.303864479
hair colour,grey,grey,11712,19,5,7,9,5.888888889,NA,2.67,0.933478637,18.52187169
hair colour,light brown,brown,8956,31,5,5,2,7,NA,4.064520726,0.930038276,12.25643063
hair colour,pink,pink,14658,22,17,10,5,7.8,NA,3.16,0.922346994,12.48762992
hair colour,purple,purple,8029,64,7,4,3,6.666666667,NA,2.8,0.904621356,17.78035973
hair colour,red,red,11034,52,32,6,14,4.785714286,1,3.88,0.924363234,8.235045854
hair colour,silver,silver,11999,31,5,7,3,5.666666667,NA,3.21,0.959893456,0
hair colour,strawberry blonde,blonde,13820,80,39,8,4,6.75,NA,2.995540463,0.943543771,30.67601661
hair colour,white,white,13642,70,26,8,6,6.833333333,1,3.94,0.9247613,8.158426152
hair colour,yellow,yellow,9250,43,28,5,2,8,NA,3.24,0.921204575,8.322440894
hat,baseball cap,baseball cap,1545,59,34,1,8,2.75,3,3.350876154,0.988251988,7.148212322
hat,beret,beret,1101,47,34,1,4,3.75,1,1.69,0.987934055,6.795179155
hat,bowler,bowler hat,5539,47,34,3,7,3.285714286,2,1.83,0.984090806,8.504317259
hat,bucket,bucket,12715,74,23,7,3,5,NA,2.71,0.907311456,0.843004163
hat,cap,cap,5079,32,16,3,10,2.4,4,2.98,0.986041169,2.887011739
hat,fedora,fedora,8911,29,14,5,4,4,NA,1.15,0.990999437,8.155175291
hat,hard,hard,11682,17,34,7,2,5.5,NA,4.2,0.836673396,2.080907296
hat,sombrero,sombrero,6166,68,5,3,2,2.5,NA,1.18,0.982218798,6.750785036
hat,straw,straw hat,4653,20,34,3,2,3,NA,2.504,0.971868521,5.251214027
hat,sun,sun hat,10404,23,26,6,4,4,NA,3.55,0.994876922,3.073529493
hat,top,top hat,3359,47,34,2,10,2,5,3.83,0.983317431,3.564540587
hat,woolly,woolly,8406,77,26,4,7,2.857142857,2,1.4,0.872849387,7.273999851
healthcare profession,consultant,consultant,14840,39,13,10,3,7.333333333,NA,2.27,0.938616198,0
healthcare profession,dentist,dentist,7062,30,3,4,9,5.666666667,1,2.76,0.859307355,0
healthcare profession,dermatologist,dermatologist,10993,51,12,6,2,9,NA,1.46,0.949126338,0
healthcare profession,doctor,doctor,192,21,37,1,18,1.611111111,10,4.13,0.973398249,2.75638098
healthcare profession,general practitioner,physician,11856,24,16,7,3,6,NA,3.773207595,0.978487596,3.859796543
